nohup: ignoring input
[streamer] Starting dummy market data stream into public.market_data_1m for SPY
[streamer] Inserted: ts=2025-12-05 02:59:17.114954+00:00 symbol=SPY open=503.94 high=504.51 low=503.61 close=504.16 volume=90565
[streamer] Inserted: ts=2025-12-05 02:59:18.152220+00:00 symbol=SPY open=504.19 high=505.01 low=503.79 close=504.89 volume=12271
[streamer] Inserted: ts=2025-12-05 02:59:19.189346+00:00 symbol=SPY open=504.71 high=505.33 low=504.01 close=504.76 volume=22593
[streamer] Inserted: ts=2025-12-05 02:59:20.226396+00:00 symbol=SPY open=504.97 high=505.45 low=504.27 close=504.32 volume=59314
[streamer] Inserted: ts=2025-12-05 02:59:21.265589+00:00 symbol=SPY open=504.66 high=504.95 low=503.89 close=504.87 volume=97148
[streamer] Inserted: ts=2025-12-05 02:59:22.302493+00:00 symbol=SPY open=503.87 high=504.49 low=504.01 close=504.44 volume=92045
[streamer] Inserted: ts=2025-12-05 02:59:23.339403+00:00 symbol=SPY open=504.70 high=505.59 low=503.68 close=504.40 volume=68218
[streamer] Inserted: ts=2025-12-05 02:59:24.376288+00:00 symbol=SPY open=504.72 high=505.19 low=503.74 close=503.87 volume=46765
[streamer] Inserted: ts=2025-12-05 02:59:25.413170+00:00 symbol=SPY open=503.87 high=504.54 low=502.87 close=503.44 volume=99313
[streamer] Inserted: ts=2025-12-05 02:59:26.450253+00:00 symbol=SPY open=503.89 high=505.09 low=504.00 close=504.49 volume=59881
[streamer] Inserted: ts=2025-12-05 02:59:27.487232+00:00 symbol=SPY open=503.42 high=504.17 low=503.43 close=503.42 volume=87777
[streamer] Inserted: ts=2025-12-05 02:59:28.524109+00:00 symbol=SPY open=503.48 high=504.57 low=503.00 close=504.14 volume=31596
[streamer] Inserted: ts=2025-12-05 02:59:29.561111+00:00 symbol=SPY open=504.07 high=504.24 low=503.78 close=503.86 volume=73129
[streamer] Inserted: ts=2025-12-05 02:59:30.598254+00:00 symbol=SPY open=503.78 high=504.55 low=503.21 close=504.07 volume=92654
[streamer] Inserted: ts=2025-12-05 02:59:31.635070+00:00 symbol=SPY open=504.44 high=504.81 low=503.35 close=504.65 volume=68690
[streamer] Inserted: ts=2025-12-05 02:59:32.672028+00:00 symbol=SPY open=504.15 high=504.93 low=503.70 close=504.05 volume=75237
[streamer] Inserted: ts=2025-12-05 02:59:33.709149+00:00 symbol=SPY open=504.47 high=504.39 low=503.49 close=503.78 volume=47428
[streamer] Inserted: ts=2025-12-05 02:59:34.746075+00:00 symbol=SPY open=504.27 high=504.97 low=503.84 close=503.68 volume=71569
[streamer] Inserted: ts=2025-12-05 02:59:35.783143+00:00 symbol=SPY open=503.73 high=504.17 low=503.27 close=503.79 volume=68733
[streamer] Inserted: ts=2025-12-05 02:59:36.820086+00:00 symbol=SPY open=503.15 high=503.47 low=502.64 close=503.46 volume=18485
[streamer] Inserted: ts=2025-12-05 02:59:37.858114+00:00 symbol=SPY open=503.02 high=503.61 low=502.76 close=503.43 volume=11212
[streamer] Inserted: ts=2025-12-05 02:59:38.895573+00:00 symbol=SPY open=503.69 high=503.88 low=502.93 close=503.21 volume=11356
[streamer] Inserted: ts=2025-12-05 02:59:39.932886+00:00 symbol=SPY open=504.02 high=504.26 low=503.41 close=503.65 volume=53895
[streamer] Inserted: ts=2025-12-05 02:59:40.970140+00:00 symbol=SPY open=503.95 high=504.43 low=503.23 close=504.14 volume=89784
[streamer] Inserted: ts=2025-12-05 02:59:42.008892+00:00 symbol=SPY open=504.57 high=505.14 low=503.97 close=504.67 volume=28354
[streamer] Inserted: ts=2025-12-05 02:59:43.048749+00:00 symbol=SPY open=504.74 high=505.72 low=504.08 close=505.12 volume=78156
[streamer] Inserted: ts=2025-12-05 02:59:44.086108+00:00 symbol=SPY open=505.41 high=505.86 low=504.84 close=505.05 volume=15841
[streamer] Inserted: ts=2025-12-05 02:59:45.123237+00:00 symbol=SPY open=505.45 high=505.74 low=504.59 close=504.96 volume=57593
[streamer] Inserted: ts=2025-12-05 02:59:46.160377+00:00 symbol=SPY open=505.57 high=506.32 low=505.56 close=505.63 volume=69600
[streamer] Inserted: ts=2025-12-05 02:59:47.197262+00:00 symbol=SPY open=506.16 high=506.86 low=505.61 close=505.97 volume=86566
[streamer] Inserted: ts=2025-12-05 02:59:48.234193+00:00 symbol=SPY open=505.96 high=506.80 low=505.58 close=506.82 volume=25463
[streamer] Inserted: ts=2025-12-05 02:59:49.271251+00:00 symbol=SPY open=506.80 high=506.48 low=505.50 close=505.93 volume=39032
[streamer] Inserted: ts=2025-12-05 02:59:50.308103+00:00 symbol=SPY open=506.53 high=507.06 low=505.86 close=506.55 volume=37770
[streamer] Inserted: ts=2025-12-05 02:59:51.345114+00:00 symbol=SPY open=506.50 high=507.72 low=506.80 close=506.98 volume=74269
[streamer] Inserted: ts=2025-12-05 02:59:52.382124+00:00 symbol=SPY open=507.09 high=507.61 low=506.41 close=507.13 volume=33100
[streamer] Inserted: ts=2025-12-05 02:59:53.419335+00:00 symbol=SPY open=507.18 high=507.38 low=506.63 close=507.05 volume=60086
[streamer] Inserted: ts=2025-12-05 02:59:54.456253+00:00 symbol=SPY open=506.69 high=507.33 low=506.75 close=507.22 volume=19712
[streamer] Inserted: ts=2025-12-05 02:59:55.493169+00:00 symbol=SPY open=507.02 high=508.08 low=506.71 close=507.37 volume=89198
[streamer] Inserted: ts=2025-12-05 02:59:56.530282+00:00 symbol=SPY open=506.52 high=507.43 low=506.08 close=506.55 volume=73849
[streamer] Inserted: ts=2025-12-05 02:59:57.567280+00:00 symbol=SPY open=507.23 high=507.74 low=506.70 close=507.39 volume=44561
[streamer] Inserted: ts=2025-12-05 02:59:58.604020+00:00 symbol=SPY open=507.30 high=507.56 low=506.28 close=506.94 volume=69774
[streamer] Inserted: ts=2025-12-05 02:59:59.640948+00:00 symbol=SPY open=506.92 high=507.75 low=507.11 close=507.05 volume=41438
[streamer] Inserted: ts=2025-12-05 03:00:00.678030+00:00 symbol=SPY open=507.43 high=508.20 low=506.93 close=507.03 volume=17741
[streamer] Inserted: ts=2025-12-05 03:00:01.715355+00:00 symbol=SPY open=507.35 high=508.33 low=506.92 close=507.16 volume=86584
[streamer] Inserted: ts=2025-12-05 03:00:02.752295+00:00 symbol=SPY open=507.51 high=508.78 low=507.85 close=507.83 volume=88239
[streamer] Inserted: ts=2025-12-05 03:00:03.789370+00:00 symbol=SPY open=508.41 high=509.25 low=507.78 close=508.95 volume=81993
[streamer] Inserted: ts=2025-12-05 03:00:04.826136+00:00 symbol=SPY open=507.90 high=508.67 low=508.05 close=508.31 volume=63440
[streamer] Inserted: ts=2025-12-05 03:00:05.863060+00:00 symbol=SPY open=508.31 high=508.57 low=507.54 close=508.33 volume=81937
[streamer] Inserted: ts=2025-12-05 03:00:06.900129+00:00 symbol=SPY open=508.57 high=508.90 low=508.00 close=508.02 volume=42988
[streamer] Inserted: ts=2025-12-05 03:00:07.937170+00:00 symbol=SPY open=507.72 high=508.82 low=507.88 close=508.08 volume=35746
[streamer] Inserted: ts=2025-12-05 03:00:08.974362+00:00 symbol=SPY open=508.29 high=508.18 low=507.30 close=508.13 volume=39995
[streamer] Inserted: ts=2025-12-05 03:00:10.011480+00:00 symbol=SPY open=508.05 high=508.93 low=507.59 close=508.29 volume=37213
[streamer] Inserted: ts=2025-12-05 03:00:11.048477+00:00 symbol=SPY open=508.65 high=509.93 low=508.42 close=508.78 volume=84612
[streamer] Inserted: ts=2025-12-05 03:00:12.085328+00:00 symbol=SPY open=509.56 high=509.58 low=508.82 close=509.32 volume=31514
[streamer] Inserted: ts=2025-12-05 03:00:13.122173+00:00 symbol=SPY open=509.31 high=509.91 low=508.57 close=509.42 volume=13084
[streamer] Inserted: ts=2025-12-05 03:00:14.159294+00:00 symbol=SPY open=509.18 high=509.51 low=508.08 close=508.62 volume=25334
[streamer] Inserted: ts=2025-12-05 03:00:15.196494+00:00 symbol=SPY open=509.22 high=509.27 low=508.43 close=508.46 volume=98626
[streamer] Inserted: ts=2025-12-05 03:00:16.233605+00:00 symbol=SPY open=509.05 high=509.57 low=508.67 close=509.25 volume=78371
[streamer] Inserted: ts=2025-12-05 03:00:17.270927+00:00 symbol=SPY open=509.45 high=509.91 low=508.45 close=509.87 volume=25948
[streamer] Inserted: ts=2025-12-05 03:00:18.308112+00:00 symbol=SPY open=509.72 high=510.27 low=508.76 close=509.89 volume=59663
[streamer] Inserted: ts=2025-12-05 03:00:19.345370+00:00 symbol=SPY open=509.82 high=510.27 low=509.21 close=509.77 volume=33571
[streamer] Inserted: ts=2025-12-05 03:00:20.382447+00:00 symbol=SPY open=510.73 high=511.21 low=509.53 close=509.80 volume=10735
[streamer] Inserted: ts=2025-12-05 03:00:21.419714+00:00 symbol=SPY open=509.99 high=510.24 low=509.25 close=510.05 volume=56708
[streamer] Inserted: ts=2025-12-05 03:00:22.456890+00:00 symbol=SPY open=510.08 high=510.82 low=509.62 close=509.60 volume=78060
[streamer] Inserted: ts=2025-12-05 03:00:23.493893+00:00 symbol=SPY open=510.27 high=511.26 low=509.96 close=510.20 volume=26192
[streamer] Inserted: ts=2025-12-05 03:00:24.530991+00:00 symbol=SPY open=510.91 high=510.91 low=510.43 close=511.07 volume=36206
[streamer] Inserted: ts=2025-12-05 03:00:25.568291+00:00 symbol=SPY open=510.25 high=510.72 low=509.63 close=510.17 volume=51686
[streamer] Inserted: ts=2025-12-05 03:00:26.605612+00:00 symbol=SPY open=510.77 high=511.52 low=509.92 close=510.27 volume=81891
[streamer] Inserted: ts=2025-12-05 03:00:27.643133+00:00 symbol=SPY open=511.09 high=511.30 low=510.74 close=511.40 volume=46916
[streamer] Inserted: ts=2025-12-05 03:00:28.680303+00:00 symbol=SPY open=511.62 high=512.01 low=510.41 close=511.32 volume=71814
[streamer] Inserted: ts=2025-12-05 03:00:29.717380+00:00 symbol=SPY open=511.75 high=512.27 low=510.42 close=511.21 volume=87336
[streamer] Inserted: ts=2025-12-05 03:00:30.754554+00:00 symbol=SPY open=512.09 high=512.41 low=510.90 close=511.89 volume=84756
[streamer] Inserted: ts=2025-12-05 03:00:31.791450+00:00 symbol=SPY open=511.35 high=512.25 low=511.48 close=512.05 volume=86935
[streamer] Inserted: ts=2025-12-05 03:00:32.828548+00:00 symbol=SPY open=511.80 high=512.61 low=511.63 close=512.54 volume=93498
[streamer] Inserted: ts=2025-12-05 03:00:33.865545+00:00 symbol=SPY open=512.15 high=513.12 low=511.93 close=512.34 volume=60566
[streamer] Inserted: ts=2025-12-05 03:00:34.902764+00:00 symbol=SPY open=512.16 high=512.49 low=512.00 close=511.88 volume=55947
[streamer] Inserted: ts=2025-12-05 03:00:35.939969+00:00 symbol=SPY open=512.30 high=512.79 low=512.41 close=512.98 volume=76474
[streamer] Inserted: ts=2025-12-05 03:00:36.977191+00:00 symbol=SPY open=512.39 high=513.16 low=512.17 close=512.71 volume=59570
[streamer] Inserted: ts=2025-12-05 03:00:38.014507+00:00 symbol=SPY open=511.79 high=512.45 low=512.07 close=512.54 volume=94937
[streamer] Inserted: ts=2025-12-05 03:00:39.051717+00:00 symbol=SPY open=511.63 high=512.81 low=511.55 close=512.09 volume=79979
[streamer] Inserted: ts=2025-12-05 03:00:40.089483+00:00 symbol=SPY open=511.60 high=512.35 low=510.91 close=511.54 volume=24850
[streamer] Inserted: ts=2025-12-05 03:00:41.126702+00:00 symbol=SPY open=512.37 high=512.08 low=511.45 close=512.16 volume=56339
[streamer] Inserted: ts=2025-12-05 03:00:42.163950+00:00 symbol=SPY open=511.81 high=513.05 low=511.67 close=512.03 volume=37452
[streamer] Inserted: ts=2025-12-05 03:00:43.201132+00:00 symbol=SPY open=512.64 high=512.59 low=512.12 close=512.67 volume=51449
[streamer] Inserted: ts=2025-12-05 03:00:44.238275+00:00 symbol=SPY open=512.69 high=512.78 low=511.48 close=512.44 volume=19850
[streamer] Inserted: ts=2025-12-05 03:00:45.275451+00:00 symbol=SPY open=512.98 high=513.05 low=511.71 close=512.60 volume=88680
[streamer] Inserted: ts=2025-12-05 03:00:46.312620+00:00 symbol=SPY open=513.23 high=513.19 low=511.86 close=512.43 volume=93180
[streamer] Inserted: ts=2025-12-05 03:00:47.349774+00:00 symbol=SPY open=512.45 high=513.72 low=512.67 close=513.07 volume=41025
[streamer] Inserted: ts=2025-12-05 03:00:48.386757+00:00 symbol=SPY open=512.82 high=512.74 low=512.36 close=512.67 volume=60748
[streamer] Inserted: ts=2025-12-05 03:00:49.424434+00:00 symbol=SPY open=511.77 high=512.51 low=512.14 close=511.94 volume=83040
[streamer] Inserted: ts=2025-12-05 03:00:50.461728+00:00 symbol=SPY open=512.17 high=513.44 low=512.27 close=512.80 volume=26263
[streamer] Inserted: ts=2025-12-05 03:00:51.499120+00:00 symbol=SPY open=511.79 high=513.04 low=511.77 close=512.38 volume=97273
[streamer] Inserted: ts=2025-12-05 03:00:52.536625+00:00 symbol=SPY open=512.07 high=512.07 low=510.93 close=511.60 volume=43883
[streamer] Inserted: ts=2025-12-05 03:00:53.573839+00:00 symbol=SPY open=511.47 high=511.88 low=511.11 close=512.02 volume=21196
[streamer] Inserted: ts=2025-12-05 03:00:54.610910+00:00 symbol=SPY open=512.40 high=512.48 low=511.42 close=512.40 volume=51845
[streamer] Inserted: ts=2025-12-05 03:00:55.647894+00:00 symbol=SPY open=511.56 high=512.07 low=511.27 close=511.69 volume=11926
[streamer] Inserted: ts=2025-12-05 03:00:56.685168+00:00 symbol=SPY open=511.60 high=512.50 low=511.03 close=511.28 volume=58130
[streamer] Inserted: ts=2025-12-05 03:00:57.722409+00:00 symbol=SPY open=511.15 high=512.02 low=510.42 close=511.54 volume=74859
[streamer] Inserted: ts=2025-12-05 03:00:58.759748+00:00 symbol=SPY open=511.22 high=512.33 low=511.07 close=511.46 volume=94546
[streamer] Inserted: ts=2025-12-05 03:00:59.796678+00:00 symbol=SPY open=512.32 high=512.75 low=511.39 close=511.72 volume=31124
[streamer] Inserted: ts=2025-12-05 03:01:00.833629+00:00 symbol=SPY open=511.95 high=512.93 low=511.29 close=511.94 volume=81339
[streamer] Inserted: ts=2025-12-05 03:01:01.870592+00:00 symbol=SPY open=512.80 high=513.16 low=511.85 close=512.86 volume=10768
[streamer] Inserted: ts=2025-12-05 03:01:02.907706+00:00 symbol=SPY open=512.35 high=512.53 low=511.57 close=512.10 volume=44730
[streamer] Inserted: ts=2025-12-05 03:01:03.944909+00:00 symbol=SPY open=512.39 high=512.76 low=511.45 close=512.59 volume=76965
[streamer] Inserted: ts=2025-12-05 03:01:04.982025+00:00 symbol=SPY open=512.64 high=512.70 low=512.23 close=512.16 volume=40065
[streamer] Inserted: ts=2025-12-05 03:01:06.019168+00:00 symbol=SPY open=511.98 high=512.63 low=511.80 close=512.17 volume=62419
[streamer] Inserted: ts=2025-12-05 03:01:07.056664+00:00 symbol=SPY open=511.91 high=512.77 low=511.49 close=512.11 volume=98520
[streamer] Inserted: ts=2025-12-05 03:01:08.094022+00:00 symbol=SPY open=511.86 high=512.49 low=510.87 close=511.44 volume=53591
[streamer] Inserted: ts=2025-12-05 03:01:09.131235+00:00 symbol=SPY open=511.40 high=512.48 low=510.78 close=511.46 volume=46424
[streamer] Inserted: ts=2025-12-05 03:01:10.168358+00:00 symbol=SPY open=511.53 high=511.70 low=510.51 close=511.63 volume=76127
[streamer] Inserted: ts=2025-12-05 03:01:11.205489+00:00 symbol=SPY open=511.13 high=512.56 low=510.59 close=511.08 volume=84649
[streamer] Inserted: ts=2025-12-05 03:01:12.242715+00:00 symbol=SPY open=511.69 high=512.66 low=511.02 close=512.14 volume=14381
[streamer] Inserted: ts=2025-12-05 03:01:13.280233+00:00 symbol=SPY open=511.34 high=512.58 low=511.12 close=511.85 volume=65874
[streamer] Inserted: ts=2025-12-05 03:01:14.317344+00:00 symbol=SPY open=512.06 high=512.89 low=511.71 close=511.63 volume=81824
[streamer] Inserted: ts=2025-12-05 03:01:15.355226+00:00 symbol=SPY open=512.03 high=512.58 low=511.73 close=512.18 volume=74504
[streamer] Inserted: ts=2025-12-05 03:01:16.392482+00:00 symbol=SPY open=513.04 high=513.60 low=512.33 close=512.52 volume=31732
[streamer] Inserted: ts=2025-12-05 03:01:17.429565+00:00 symbol=SPY open=512.14 high=512.92 low=512.30 close=513.09 volume=40909
[streamer] Inserted: ts=2025-12-05 03:01:18.467169+00:00 symbol=SPY open=512.08 high=512.48 low=511.92 close=512.63 volume=14030
[streamer] Inserted: ts=2025-12-05 03:01:19.504110+00:00 symbol=SPY open=512.64 high=513.00 low=512.22 close=512.45 volume=32136
[streamer] Inserted: ts=2025-12-05 03:01:20.541286+00:00 symbol=SPY open=512.18 high=513.22 low=512.00 close=512.63 volume=99381
[streamer] Inserted: ts=2025-12-05 03:01:21.578455+00:00 symbol=SPY open=512.51 high=512.57 low=511.44 close=512.32 volume=60301
[streamer] Inserted: ts=2025-12-05 03:01:22.615579+00:00 symbol=SPY open=511.35 high=512.59 low=511.52 close=511.63 volume=85835
[streamer] Inserted: ts=2025-12-05 03:01:23.652531+00:00 symbol=SPY open=511.58 high=512.61 low=511.57 close=511.92 volume=59399
[streamer] Inserted: ts=2025-12-05 03:01:24.689530+00:00 symbol=SPY open=511.55 high=512.08 low=510.85 close=511.23 volume=27955
[streamer] Inserted: ts=2025-12-05 03:01:25.727302+00:00 symbol=SPY open=511.63 high=512.19 low=511.50 close=511.76 volume=95194
[streamer] Inserted: ts=2025-12-05 03:01:26.764265+00:00 symbol=SPY open=512.60 high=513.09 low=511.93 close=511.85 volume=60122
[streamer] Inserted: ts=2025-12-05 03:01:27.801215+00:00 symbol=SPY open=511.32 high=512.13 low=511.51 close=511.54 volume=38413
[streamer] Inserted: ts=2025-12-05 03:01:28.838438+00:00 symbol=SPY open=511.69 high=512.48 low=511.41 close=511.96 volume=67734
[streamer] Inserted: ts=2025-12-05 03:01:29.875516+00:00 symbol=SPY open=511.00 high=511.76 low=510.56 close=511.24 volume=90511
[streamer] Inserted: ts=2025-12-05 03:01:30.912664+00:00 symbol=SPY open=511.27 high=511.23 low=510.65 close=510.67 volume=24100
[streamer] Inserted: ts=2025-12-05 03:01:31.950216+00:00 symbol=SPY open=511.05 high=511.34 low=510.64 close=511.34 volume=45224
[streamer] Inserted: ts=2025-12-05 03:01:32.987435+00:00 symbol=SPY open=510.93 high=511.03 low=510.05 close=510.75 volume=51729
[streamer] Inserted: ts=2025-12-05 03:01:34.024521+00:00 symbol=SPY open=510.89 high=510.69 low=509.98 close=510.64 volume=35373
[streamer] Inserted: ts=2025-12-05 03:01:35.061423+00:00 symbol=SPY open=510.89 high=510.98 low=510.07 close=510.89 volume=28508
[streamer] Inserted: ts=2025-12-05 03:01:36.098547+00:00 symbol=SPY open=511.22 high=511.71 low=510.31 close=510.81 volume=49954
[streamer] Inserted: ts=2025-12-05 03:01:37.135607+00:00 symbol=SPY open=511.32 high=511.44 low=510.81 close=510.76 volume=26384
[streamer] Inserted: ts=2025-12-05 03:01:38.172498+00:00 symbol=SPY open=510.87 high=511.52 low=510.45 close=510.89 volume=54758
[streamer] Inserted: ts=2025-12-05 03:01:39.209324+00:00 symbol=SPY open=510.84 high=511.95 low=511.08 close=511.26 volume=32101
[streamer] Inserted: ts=2025-12-05 03:01:40.246582+00:00 symbol=SPY open=511.48 high=512.08 low=510.68 close=510.79 volume=73549
[streamer] Inserted: ts=2025-12-05 03:01:41.283754+00:00 symbol=SPY open=510.80 high=511.31 low=510.46 close=511.12 volume=62531
[streamer] Inserted: ts=2025-12-05 03:01:42.321059+00:00 symbol=SPY open=510.41 high=511.50 low=509.78 close=510.98 volume=58073
[streamer] Inserted: ts=2025-12-05 03:01:43.358196+00:00 symbol=SPY open=510.75 high=511.40 low=509.85 close=510.83 volume=21878
[streamer] Inserted: ts=2025-12-05 03:01:44.395560+00:00 symbol=SPY open=510.55 high=511.15 low=510.37 close=510.54 volume=95720
[streamer] Inserted: ts=2025-12-05 03:01:45.432671+00:00 symbol=SPY open=510.73 high=511.20 low=510.85 close=511.39 volume=64930
[streamer] Inserted: ts=2025-12-05 03:01:46.469674+00:00 symbol=SPY open=511.53 high=511.50 low=510.43 close=510.82 volume=34583
[streamer] Inserted: ts=2025-12-05 03:01:47.506710+00:00 symbol=SPY open=511.37 high=512.36 low=511.24 close=511.39 volume=56799
[streamer] Inserted: ts=2025-12-05 03:01:48.543955+00:00 symbol=SPY open=511.34 high=511.87 low=511.31 close=511.44 volume=69071
[streamer] Inserted: ts=2025-12-05 03:01:49.581151+00:00 symbol=SPY open=510.79 high=511.71 low=510.60 close=511.08 volume=13768
[streamer] Inserted: ts=2025-12-05 03:01:50.618421+00:00 symbol=SPY open=511.71 high=511.94 low=511.26 close=511.57 volume=58213
[streamer] Inserted: ts=2025-12-05 03:01:51.655951+00:00 symbol=SPY open=511.13 high=512.36 low=511.28 close=511.80 volume=59549
[streamer] Inserted: ts=2025-12-05 03:01:52.693324+00:00 symbol=SPY open=511.25 high=512.01 low=510.77 close=511.64 volume=10261
[streamer] Inserted: ts=2025-12-05 03:01:53.730304+00:00 symbol=SPY open=510.89 high=511.92 low=510.98 close=510.98 volume=35066
[streamer] Inserted: ts=2025-12-05 03:01:54.767287+00:00 symbol=SPY open=511.82 high=512.66 low=511.51 close=511.42 volume=61220
[streamer] Inserted: ts=2025-12-05 03:01:55.804330+00:00 symbol=SPY open=511.07 high=512.33 low=510.74 close=511.94 volume=56225
[streamer] Inserted: ts=2025-12-05 03:01:56.841482+00:00 symbol=SPY open=512.00 high=512.09 low=510.90 close=511.50 volume=74323
[streamer] Inserted: ts=2025-12-05 03:01:57.879072+00:00 symbol=SPY open=511.09 high=511.64 low=510.78 close=511.05 volume=19529
[streamer] Inserted: ts=2025-12-05 03:01:58.916575+00:00 symbol=SPY open=511.61 high=512.12 low=511.08 close=511.83 volume=84295
[streamer] Inserted: ts=2025-12-05 03:01:59.953603+00:00 symbol=SPY open=511.07 high=511.79 low=511.14 close=511.19 volume=25833
[streamer] Inserted: ts=2025-12-05 03:02:00.990649+00:00 symbol=SPY open=511.22 high=511.81 low=510.21 close=511.24 volume=27315
[streamer] Inserted: ts=2025-12-05 03:02:02.027921+00:00 symbol=SPY open=511.51 high=511.76 low=510.52 close=511.72 volume=87044
[streamer] Inserted: ts=2025-12-05 03:02:03.065065+00:00 symbol=SPY open=511.18 high=512.17 low=510.92 close=511.06 volume=38079
[streamer] Inserted: ts=2025-12-05 03:02:04.102174+00:00 symbol=SPY open=510.73 high=511.52 low=510.91 close=510.75 volume=93070
[streamer] Inserted: ts=2025-12-05 03:02:05.139377+00:00 symbol=SPY open=511.15 high=510.83 low=510.30 close=510.89 volume=55307
[streamer] Inserted: ts=2025-12-05 03:02:06.176384+00:00 symbol=SPY open=510.47 high=511.38 low=510.13 close=510.75 volume=95579
[streamer] Inserted: ts=2025-12-05 03:02:07.213497+00:00 symbol=SPY open=510.00 high=511.07 low=510.31 close=510.93 volume=84184
[streamer] Inserted: ts=2025-12-05 03:02:08.250918+00:00 symbol=SPY open=510.22 high=510.81 low=509.91 close=509.86 volume=52369
[streamer] Inserted: ts=2025-12-05 03:02:09.288328+00:00 symbol=SPY open=509.69 high=510.46 low=509.13 close=510.08 volume=55504
[streamer] Inserted: ts=2025-12-05 03:02:10.325494+00:00 symbol=SPY open=509.22 high=509.68 low=509.05 close=508.86 volume=32215
[streamer] Inserted: ts=2025-12-05 03:02:11.362476+00:00 symbol=SPY open=508.94 high=509.95 low=508.17 close=508.97 volume=20396
[streamer] Inserted: ts=2025-12-05 03:02:12.399368+00:00 symbol=SPY open=509.04 high=509.22 low=507.83 close=508.63 volume=77824
[streamer] Inserted: ts=2025-12-05 03:02:13.436311+00:00 symbol=SPY open=508.82 high=509.10 low=508.19 close=509.03 volume=77948
[streamer] Inserted: ts=2025-12-05 03:02:14.473316+00:00 symbol=SPY open=508.84 high=509.24 low=508.32 close=508.52 volume=25189
[streamer] Inserted: ts=2025-12-05 03:02:15.510307+00:00 symbol=SPY open=509.53 high=509.34 low=509.01 close=509.03 volume=78137
[streamer] Inserted: ts=2025-12-05 03:02:16.547572+00:00 symbol=SPY open=508.71 high=509.47 low=508.32 close=508.43 volume=45313
[streamer] Inserted: ts=2025-12-05 03:02:17.584732+00:00 symbol=SPY open=509.20 high=509.47 low=508.36 close=508.74 volume=41734
[streamer] Inserted: ts=2025-12-05 03:02:18.621928+00:00 symbol=SPY open=509.28 high=509.42 low=508.24 close=509.24 volume=76987
[streamer] Inserted: ts=2025-12-05 03:02:19.659419+00:00 symbol=SPY open=509.20 high=509.51 low=508.14 close=509.47 volume=60912
[streamer] Inserted: ts=2025-12-05 03:02:20.696563+00:00 symbol=SPY open=508.79 high=509.14 low=508.64 close=508.31 volume=32440
[streamer] Inserted: ts=2025-12-05 03:02:21.733737+00:00 symbol=SPY open=509.29 high=509.35 low=508.65 close=508.54 volume=67552
[streamer] Inserted: ts=2025-12-05 03:02:22.771391+00:00 symbol=SPY open=509.05 high=508.93 low=508.33 close=509.08 volume=13772
[streamer] Inserted: ts=2025-12-05 03:02:23.808289+00:00 symbol=SPY open=508.84 high=509.14 low=507.79 close=508.28 volume=40071
[streamer] Inserted: ts=2025-12-05 03:02:24.845421+00:00 symbol=SPY open=509.03 high=509.22 low=507.60 close=508.38 volume=38835
[streamer] Inserted: ts=2025-12-05 03:02:25.882678+00:00 symbol=SPY open=508.08 high=508.97 low=507.53 close=507.80 volume=95170
[streamer] Inserted: ts=2025-12-05 03:02:26.920106+00:00 symbol=SPY open=507.84 high=508.86 low=506.94 close=507.42 volume=54205
[streamer] Inserted: ts=2025-12-05 03:02:27.957210+00:00 symbol=SPY open=507.22 high=508.58 low=506.75 close=507.93 volume=51507
[streamer] Inserted: ts=2025-12-05 03:02:28.994500+00:00 symbol=SPY open=507.99 high=507.76 low=507.27 close=507.42 volume=16406
[streamer] Inserted: ts=2025-12-05 03:02:30.031948+00:00 symbol=SPY open=507.47 high=508.28 low=507.00 close=507.63 volume=53749
[streamer] Inserted: ts=2025-12-05 03:02:31.069228+00:00 symbol=SPY open=507.35 high=507.95 low=507.20 close=507.59 volume=80005
[streamer] Inserted: ts=2025-12-05 03:02:32.106274+00:00 symbol=SPY open=507.11 high=507.76 low=506.62 close=507.77 volume=70837
[streamer] Inserted: ts=2025-12-05 03:02:33.143281+00:00 symbol=SPY open=507.50 high=507.73 low=506.84 close=506.73 volume=51161
[streamer] Inserted: ts=2025-12-05 03:02:34.180368+00:00 symbol=SPY open=507.69 high=508.51 low=507.16 close=507.12 volume=97410
[streamer] Inserted: ts=2025-12-05 03:02:35.217138+00:00 symbol=SPY open=507.77 high=508.37 low=506.39 close=507.46 volume=20017
[streamer] Inserted: ts=2025-12-05 03:02:36.254303+00:00 symbol=SPY open=507.32 high=507.88 low=507.37 close=507.43 volume=90091
[streamer] Inserted: ts=2025-12-05 03:02:37.291235+00:00 symbol=SPY open=507.03 high=507.45 low=507.10 close=507.51 volume=36502
[streamer] Inserted: ts=2025-12-05 03:02:38.328367+00:00 symbol=SPY open=508.00 high=508.43 low=507.09 close=507.76 volume=83404
[streamer] Inserted: ts=2025-12-05 03:02:39.365452+00:00 symbol=SPY open=508.35 high=508.91 low=507.50 close=507.69 volume=30108
[streamer] Inserted: ts=2025-12-05 03:02:40.402561+00:00 symbol=SPY open=507.27 high=507.99 low=507.15 close=507.81 volume=62371
[streamer] Inserted: ts=2025-12-05 03:02:41.439397+00:00 symbol=SPY open=508.61 high=508.24 low=507.99 close=507.89 volume=33265
[streamer] Inserted: ts=2025-12-05 03:02:42.476268+00:00 symbol=SPY open=508.32 high=509.25 low=507.85 close=508.21 volume=65325
